account_number;period;tariff;charged_amount;paid_amount;balance;last_payment_date;inn;phone;status
ЛС-770580286;2025-12;Домашний-300;804.35;804.35;-746.39;2025-12-28;848597243871;+7 910 724 54 21;active
ЛС-789835844;2025-10;Домашний-300;874.0;874.0;0.0;2025-10-19;462165914388;+7(910)342-31-51;active
ЛС-789835844;2025-11;Домашний-300;866.72;866.72;0.0;2025-11-05;462165914388;+7(910)342-31-51;active
ЛС-789835844;2025-12;Домашний-300;1074.13;1074.13;0.0;2025-12-14;462165914388;+7(910)342-31-51;active
ЛС-523534655;2025-10;Бизнес-1000;19900.92;24689.48;4788.56;2025-10-25;9428241724;+7(915)796-52-93;active
ЛС-523534655;2025-11;Бизнес-1000;17521.08;17521.08;4788.56;2025-11-13;9428241724;+7(915)796-52-93;active
ЛС-523534655;2025-12;Бизнес-1000;17396.35;17396.35;4788.56;2025-12-27;9428241724;+7(915)796-52-93;active
ЛС-615574696;2025-10;Домашний-500;1380.98;1380.98;0.0;2025-10-18;329258796434;89819764857;active
ЛС-615574696;2025-11;Домашний-500;1501.23;1501.23;0.0;2025-11-14;329258796434;89819764857;active
ЛС-615574696;2025-12;Домашний-500;1579.97;0.0;-1579.97;2025-02-01;329258796434;89819764857;active
ЛС-788373540;2025-10;Корпоративный+;64393.49;64393.49;0.0;2025-10-23;2751830469;+7(905)994-19-34;closed
ЛС-788373540;2025-11;Корпоративный+;63778.49;63778.49;0.0;2025-11-19;2751830469;+7(905)994-19-34;closed
ЛС-788373540;2025-12;Корпоративный+;50732.4;50732.4;0.0;2025-12-25;2751830469;+7(905)994-19-34;closed
ЛС-783317393;2025-10;Корпоративный+;54158.72;54158.72;0.0;2025-10-06;2751830469;+7(905)994-19-34;active
ЛС-783317393;2025-11;Корпоративный+;73695.76;73695.76;0.0;2025-11-15;2751830469;+7(905)994-19-34;active
ЛС-783317393;2025-12;Корпоративный+;71117.06;93688.15;22571.09;2025-12-13;2751830469;+7(905)994-19-34;active
ЛС-786385467;2025-10;Корпоративный+;76803.03;76803.03;0.0;2025-10-02;2751830469;+7(905)994-19-34;active
ЛС-786385467;2025-11;Корпоративный+;58897.7;58897.7;0.0;2025-11-23;2751830469;+7(905)994-19-34;active
ЛС-786385467;2025-12;Корпоративный+;78382.86;78382.86;0.0;2025-12-26;2751830469;+7(905)994-19-34;active
ЛС-788544587;2025-10;Корпоративный+;56214.39;56214.39;0.0;2025-10-20;2751830469;+7(905)994-19-34;active
ЛС-788544587;2025-11;Корпоративный+;76425.42;76425.42;0.0;2025-11-02;2751830469;+7(905)994-19-34;active
ЛС-788544587;2025-12;Корпоративный+;65442.09;65442.09;0.0;2025-12-12;2751830469;+7(905)994-19-34;active
ЛС-787175355;2025-10;Корпоративный+;53329.0;53329.0;0.0;2025-10-20;2751830469;89059941934;active
ЛС-787175355;2025-11;Корпоративный+;51226.23;51226.23;0.0;2025-11-21;2751830469;89059941934;active
ЛС-787175355;2025-12;Корпоративный+;66763.71;8200.42;-58563.29;2025-12-11;2751830469;89059941934;active
ЛС-663685283;2025-10;Домашний-100;597.73;336.81;-260.92;2025-10-19;114886084907;+7(916)646-94-80;active
ЛС-663685283;2025-11;Домашний-100;724.23;724.23;-260.92;2025-11-25;114886084907;+7(916)646-94-80;active
ЛС-663685283;2025-12;Домашний-100;699.0;699.0;-260.92;2025-12-12;114886084907;+7(916)646-94-80;active
ЛС-617560858;2025-10;Игровой;1651.78;1651.78;0.0;2025-10-02;704235973711;7915242-26-87;active
ЛС-617560858;2025-11;Игровой;1431.68;1431.68;0.0;2025-11-16;704235973711;7915242-26-87;active
ЛС-617560858;2025-12;Игровой;1650.73;1650.73;0.0;2025-12-16;704235973711;7915242-26-87;active
ЛС-668733930;2025-10;Домашний-500;1483.93;1483.93;0.0;2025-10-18;301911166122;+7(905)223-89-14;active
ЛС-668733930;2025-11;Домашний-500;1559.78;1559.78;0.0;2025-11-12;301911166122;+7(905)223-89-14;active
ЛС-668733930;2025-12;Домашний-500;1519.96;1519.96;0.0;2025-12-26;301911166122;+7(905)223-89-14;active
ЛС-780169236;2025-10;Бизнес-500;11912.34;11912.34;0.0;2025-10-07;1857666567;+7(926)756-85-19;active
ЛС-780169236;2025-11;Бизнес-500;11567.61;11567.61;0.0;2025-11-03;1857666567;+7(926)756-85-19;active
ЛС-780169236;2025-12;Бизнес-500;9562.73;441.5;-9121.23;2025-12-06;1857666567;+7(926)756-85-19;active
ЛС-784587506;2025-10;Бизнес-500;9103.77;9103.77;0.0;2025-10-16;1857666567;+7(926)756-85-19;active
ЛС-784587506;2025-11;Бизнес-500;8601.99;8601.99;0.0;2025-11-21;1857666567;+7(926)756-85-19;active
ЛС-784587506;2025-12;Бизнес-500;8090.76;8090.76;0.0;2025-12-22;1857666567;+7(926)756-85-19;active
ЛС-786337050;2025-10;Бизнес-500;10165.74;2707.3;-7458.44;2025-10-21;1857666567;+7(926)756-85-19;active
ЛС-786337050;2025-11;Бизнес-500;8085.93;0.0;-15544.37;2025-09-21;1857666567;+7(926)756-85-19;active
ЛС-786337050;2025-12;Бизнес-500;9343.51;9343.51;-15544.37;2025-12-21;1857666567;+7(926)756-85-19;active
ЛС-782497243;2025-10;Бизнес-500;10584.2;10584.2;0.0;2025-10-19;1857666567;+7(926)756-85-19;active
ЛС-782497243;2025-11;Бизнес-500;10663.42;10663.42;0.0;2025-11-18;1857666567;+7(926)756-85-19;active
ЛС-782497243;2025-12;Бизнес-500;9781.03;9781.03;0.0;2025-12-05;1857666567;+7(926)756-85-19;active
ЛС-781038297;2025-10;Всё включено;2428.8;2428.8;0.0;2025-10-26;615880705326;+7(903)864-25-25;active
ЛС-781038297;2025-11;Всё включено;1982.01;1982.01;0.0;2025-11-10;615880705326;+7(903)864-25-25;active
ЛС-781038297;2025-12;Всё включено;2338.82;2766.89;428.07;2025-12-15;615880705326;+7(903)864-25-25;active
ЛС-161079771;2025-10;Домашний-100;741.24;741.24;0.0;2025-10-06;283270004666;+7(909)418-52-90;active
ЛС-161079771;2025-11;Домашний-100;692.36;692.36;0.0;2025-11-06;283270004666;+7(909)418-52-90;active
ЛС-161079771;2025-12;Домашний-100;717.87;717.87;0.0;2025-12-22;283270004666;+7(909)418-52-90;active
ЛС-546091141;2025-10;Домашний-100;708.89;0.0;-708.89;2025-03-15;968839062467;+7(910)870-77-66;active
ЛС-546091141;2025-11;Домашний-100;602.08;12.53;-1298.44;2025-11-11;968839062467;+7(910)870-77-66;active
ЛС-546091141;2025-12;Домашний-100;745.6;436.38;-1607.66;2025-12-18;968839062467;+7(910)870-77-66;active
ЛС-166669541;2025-10;Домашний-500;1320.62;1320.62;0.0;2025-10-13;576094412833;+7(917)575-29-22;active
ЛС-166669541;2025-11;Домашний-500;1572.43;1572.43;0.0;2025-11-15;576094412833;+7(917)575-29-22;active
ЛС-166669541;2025-12;Домашний-500;1571.12;514.84;-1056.28;2025-12-17;576094412833;+7(917)575-29-22;active
ЛС-776470900;2025-10;Бизнес-500;9325.12;9325.12;0.0;2025-10-16;5275230837;+7(905)956-91-76;active
ЛС-776470900;2025-11;Бизнес-500;11583.91;11583.91;0.0;2025-11-25;5275230837;+7(905)956-91-76;active
ЛС-776470900;2025-12;Бизнес-500;11922.76;11922.76;0.0;2025-12-05;5275230837;+7(905)956-91-76;active
ЛС-523190368;2025-10;Бизнес-500;10914.18;10914.18;0.0;2025-10-11;7682171955;+7 916 451 65 17;active
ЛС-523190368;2025-11;Бизнес-500;10756.59;10756.59;0.0;2025-11-02;7682171955;+7 916 451 65 17;active
ЛС-523190368;2025-12;Бизнес-500;8557.69;8557.69;0.0;2025-12-10;7682171955;+7 916 451 65 17;active
ЛС-529003010;2025-10;Бизнес-500;9606.52;9606.52;0.0;2025-10-15;7682171955;89164516517;active
ЛС-529003010;2025-11;Бизнес-500;9429.57;9429.57;0.0;2025-11-20;7682171955;89164516517;active
ЛС-529003010;2025-12;Бизнес-500;10565.25;10565.25;0.0;2025-12-08;7682171955;89164516517;active
ЛС-549203880;2025-10;Бизнес-500;8782.86;3567.93;-5214.93;2025-10-03;7854982274;7950398-57-11;active
ЛС-549203880;2025-11;Бизнес-500;11903.36;11903.36;-5214.93;2025-11-16;7854982274;7950398-57-11;active
ЛС-549203880;2025-12;Бизнес-500;9271.03;9271.03;-5214.93;2025-12-02;7854982274;7950398-57-11;active
ЛС-546533315;2025-10;Бизнес-500;9444.26;2094.53;-7349.73;2025-10-12;7854982274;+7 950 398 57 11;active
ЛС-546533315;2025-11;Бизнес-500;8048.76;8048.76;-7349.73;2025-11-10;7854982274;+7 950 398 57 11;active
ЛС-546533315;2025-12;Бизнес-500;11910.09;11910.09;-7349.73;2025-12-03;7854982274;+7 950 398 57 11;active
ЛС-543779599;2025-10;Бизнес-500;10911.41;10911.41;0.0;2025-10-14;7854982274;89503985711;closed
ЛС-543779599;2025-11;Бизнес-500;11214.74;11214.74;0.0;2025-11-26;7854982274;89503985711;closed
ЛС-543779599;2025-12;Бизнес-500;10912.0;10912.0;0.0;2025-12-24;7854982274;89503985711;closed
ЛС-545946521;2025-10;Бизнес-500;11585.72;598.37;-10987.35;2025-10-07;7854982274;+7(950)398-57-11;active
ЛС-545946521;2025-11;Бизнес-500;9212.92;9212.92;-10987.35;2025-11-17;7854982274;+7(950)398-57-11;active
ЛС-545946521;2025-12;Бизнес-500;11946.55;5419.77;-17514.13;2025-12-03;7854982274;+7(950)398-57-11;active
ЛС-547073033;2025-10;Бизнес-500;9637.84;9637.84;0.0;2025-10-14;7854982274;89503985711;active
ЛС-547073033;2025-11;Бизнес-500;8699.57;8699.57;0.0;2025-11-19;7854982274;89503985711;active
ЛС-547073033;2025-12;Бизнес-500;11020.97;0.0;-11020.97;;7854982274;89503985711;active
ЛС-166568512;2025-10;Всё включено;2143.41;2143.41;0.0;2025-10-10;722494510462;+7 950 105 62 84;active
ЛС-166568512;2025-11;Всё включено;2384.21;2384.21;0.0;2025-11-18;722494510462;+7 950 105 62 84;active
ЛС-166568512;2025-12;Всё включено;2317.9;2317.9;0.0;2025-12-26;722494510462;+7 950 105 62 84;active
ЛС-668459609;2025-10;Домашний-300;846.21;846.21;0.0;2025-10-21;587699842673;89101154597;active
ЛС-668459609;2025-11;Домашний-300;1050.27;1050.27;0.0;2025-11-21;587699842673;89101154597;active
ЛС-668459609;2025-12;Домашний-300;999.77;999.77;0.0;2025-12-06;587699842673;89101154597;active
ЛС-667124553;2025-10;Домашний-100;731.36;731.36;0.0;2025-10-01;748455939652;7909968-39-78;active
ЛС-667124553;2025-11;Домашний-100;573.87;573.87;0.0;2025-11-03;748455939652;7909968-39-78;active
ЛС-667124553;2025-12;Домашний-100;669.78;669.78;0.0;2025-12-16;748455939652;7909968-39-78;active
ЛС-526564823;2025-10;Корпоративный;33483.62;33483.62;0.0;2025-10-21;1883561595;+7(909)837-48-74;active
ЛС-526564823;2025-11;Корпоративный;35288.69;35288.69;0.0;2025-11-27;1883561595;+7(909)837-48-74;active
ЛС-526564823;2025-12;Корпоративный;26793.76;26793.76;0.0;2025-12-19;1883561595;+7(909)837-48-74;active
ЛС-526629946;2025-10;Корпоративный;37679.2;0.0;-37679.2;;1883561595;89098374874;active
ЛС-526629946;2025-11;Корпоративный;38174.76;0.0;-75853.96;;1883561595;89098374874;active
ЛС-526629946;2025-12;Корпоративный;31292.71;31292.71;-75853.96;2025-12-12;1883561595;89098374874;active
ЛС-528044369;2025-10;Корпоративный;25730.72;25730.72;0.0;2025-10-21;1883561595;+7(909)837-48-74;active
ЛС-528044369;2025-11;Корпоративный;39044.76;39044.76;0.0;2025-11-25;1883561595;+7(909)837-48-74;active
ЛС-528044369;2025-12;Корпоративный;34420.45;34420.45;0.0;2025-12-20;1883561595;+7(909)837-48-74;active
ЛС-786731234;2025-10;Домашний-300;1025.79;1025.79;0.0;2025-10-28;139951670450;+7(950)838-88-85;active
ЛС-786731234;2025-11;Домашний-300;894.86;894.86;0.0;2025-11-26;139951670450;+7(950)838-88-85;active
ЛС-786731234;2025-12;Домашний-300;890.32;890.32;0.0;2025-12-23;139951670450;+7(950)838-88-85;active
ЛС-668098851;2025-10;Корпоративный+;60875.68;60875.68;0.0;2025-10-12;6654527111;+7(906)542-22-57;active
ЛС-668098851;2025-11;Корпоративный+;74699.44;94412.9;19713.46;2025-11-12;6654527111;+7(906)542-22-57;active
ЛС-668098851;2025-12;Корпоративный+;73364.24;73364.24;19713.46;2025-12-06;6654527111;+7(906)542-22-57;active
ЛС-666560494;2025-10;Корпоративный+;53072.54;0.0;-53072.54;;6654527111;+7(906)542-22-57;active
ЛС-666560494;2025-11;Корпоративный+;76911.7;76911.7;-53072.54;2025-11-27;6654527111;+7(906)542-22-57;active
ЛС-666560494;2025-12;Корпоративный+;78574.86;78574.86;-53072.54;2025-12-23;6654527111;+7(906)542-22-57;active
ЛС-169096197;2025-10;Домашний-500;1480.91;1480.91;0.0;2025-10-14;542386020508;+7 917 131 87 45;active
ЛС-169096197;2025-11;Домашний-500;1384.2;766.91;-617.29;2025-11-16;542386020508;+7 917 131 87 45;active
ЛС-169096197;2025-12;Домашний-500;1339.28;1339.28;-617.29;2025-12-05;542386020508;+7 917 131 87 45;active
ЛС-548242662;2025-10;Всё включено;2371.93;2371.93;0.0;2025-10-20;445819565728;+7(951)352-56-40;active
ЛС-548242662;2025-11;Всё включено;2166.18;2166.18;0.0;2025-11-06;445819565728;+7(951)352-56-40;active
ЛС-548242662;2025-12;Всё включено;2296.93;3236.7;939.77;2025-12-08;445819565728;+7(951)352-56-40;active
ЛС-547156891;2025-10;Всё включено;2399.77;0.0;-2399.77;;983114147012;89177635116;active
ЛС-547156891;2025-11;Всё включено;1891.15;889.63;-3401.29;2025-11-03;983114147012;89177635116;active
ЛС-547156891;2025-12;Всё включено;1813.16;1813.16;-3401.29;2025-12-14;983114147012;89177635116;active
ЛС-168088062;2025-10;Домашний-500;1217.01;374.95;-842.06;2025-10-02;211428178522;+7(915)351-11-51;suspended
ЛС-168088062;2025-11;Домашний-500;1387.63;1387.63;-842.06;2025-11-02;211428178522;+7(915)351-11-51;suspended
ЛС-168088062;2025-12;Домашний-500;1226.5;1226.5;-842.06;2025-12-25;211428178522;+7(915)351-11-51;suspended
ЛС-166376599;2025-10;Бизнес-1000;18911.85;18911.85;0.0;2025-10-07;9811729806;89614791599;active
ЛС-166376599;2025-11;Бизнес-1000;17938.02;17938.02;0.0;2025-11-22;9811729806;89614791599;active
ЛС-166376599;2025-12;Бизнес-1000;16757.67;9469.88;-7287.79;2025-12-19;9811729806;89614791599;active
ЛС-161624731;2025-10;Бизнес-1000;16739.18;7317.24;-9421.94;2025-10-08;9811729806;+7(961)479-15-99;active
ЛС-161624731;2025-11;Бизнес-1000;17524.55;8025.3;-18921.19;2025-11-17;9811729806;+7(961)479-15-99;active
ЛС-161624731;2025-12;Бизнес-1000;16084.99;0.0;-35006.18;2025-09-01;9811729806;+7(961)479-15-99;active
ЛС-164986430;2025-10;Бизнес-1000;15493.43;15493.43;0.0;2025-10-17;9811729806;+7 961 479 15 99;active
ЛС-164986430;2025-11;Бизнес-1000;19256.48;19256.48;0.0;2025-11-23;9811729806;+7 961 479 15 99;active
ЛС-164986430;2025-12;Бизнес-1000;17946.9;17946.9;0.0;2025-12-04;9811729806;+7 961 479 15 99;active
ЛС-160981806;2025-10;Бизнес-1000;15904.24;15904.24;0.0;2025-10-13;9811729806;+7(961)479-15-99;active
ЛС-160981806;2025-11;Бизнес-1000;17120.46;17120.46;0.0;2025-11-14;9811729806;+7(961)479-15-99;active
ЛС-160981806;2025-12;Бизнес-1000;15564.23;15564.23;0.0;2025-12-04;9811729806;+7(961)479-15-99;active
ЛС-163565126;2025-10;Бизнес-1000;17329.51;17329.51;0.0;2025-10-16;9811729806;+7(961)479-15-99;active
ЛС-163565126;2025-11;Бизнес-1000;18811.37;18811.37;0.0;2025-11-18;9811729806;+7(961)479-15-99;active
ЛС-163565126;2025-12;Бизнес-1000;18610.68;4296.62;-14314.06;2025-12-15;9811729806;+7(961)479-15-99;active
ЛС-523113885;2025-10;Игровой;1700.19;1700.19;0.0;2025-10-27;808619931458;+7(926)293-43-99;active
ЛС-523113885;2025-11;Игровой;1621.98;1621.98;0.0;2025-11-10;808619931458;+7(926)293-43-99;active
ЛС-523113885;2025-12;Игровой;1892.48;1892.48;0.0;2025-12-28;808619931458;+7(926)293-43-99;active
ЛС-776394568;2025-10;Всё включено;2426.33;2426.33;0.0;2025-10-22;516624111860;89038607987;active
ЛС-776394568;2025-11;Всё включено;2057.21;2757.36;700.15;2025-11-22;516624111860;89038607987;active
ЛС-776394568;2025-12;Всё включено;1873.62;1873.62;700.15;2025-12-22;516624111860;89038607987;active
ЛС-617449562;2025-10;Корпоративный;26275.09;9310.17;-16964.92;2025-10-04;7959463688;+7 981 283 57 81;active
ЛС-617449562;2025-11;Корпоративный;36121.48;36121.48;-16964.92;2025-11-06;7959463688;+7 981 283 57 81;active
ЛС-617449562;2025-12;Корпоративный;25970.66;25970.66;-16964.92;2025-12-11;7959463688;+7 981 283 57 81;active
ЛС-611372138;2025-10;Корпоративный;33924.41;33924.41;0.0;2025-10-04;7959463688;89812835781;active
ЛС-611372138;2025-11;Корпоративный;28493.04;28493.04;0.0;2025-11-16;7959463688;89812835781;active
ЛС-611372138;2025-12;Корпоративный;29177.77;29177.77;0.0;2025-12-19;7959463688;89812835781;active
ЛС-616589026;2025-10;Корпоративный;33904.75;33904.75;0.0;2025-10-26;7959463688;+7(981)283-57-81;active
ЛС-616589026;2025-11;Корпоративный;34657.47;34657.47;0.0;2025-11-16;7959463688;+7(981)283-57-81;active
ЛС-616589026;2025-12;Корпоративный;35000.16;35000.16;0.0;2025-12-16;7959463688;+7(981)283-57-81;active
ЛС-610127961;2025-10;Корпоративный;32671.22;2395.26;-30275.96;2025-10-16;7959463688;+7(981)283-57-81;active
ЛС-610127961;2025-11;Корпоративный;32459.11;32459.11;-30275.96;2025-11-05;7959463688;+7(981)283-57-81;active
ЛС-610127961;2025-12;Корпоративный;25445.85;25445.85;-30275.96;2025-12-27;7959463688;+7(981)283-57-81;active
ЛС-611435190;2025-10;Корпоративный;32472.02;35646.38;3174.36;2025-10-20;7959463688;89812835781;active
ЛС-611435190;2025-11;Корпоративный;35188.07;2033.88;-29979.83;2025-11-03;7959463688;89812835781;active
ЛС-611435190;2025-12;Корпоративный;34916.21;34916.21;-29979.83;2025-12-16;7959463688;89812835781;active
ЛС-781663382;2025-10;Домашний-100;708.55;708.55;0.0;2025-10-22;511420667015;+7(906)362-50-85;active
ЛС-781663382;2025-11;Домашний-100;649.58;649.58;0.0;2025-11-18;511420667015;+7(906)362-50-85;active
ЛС-781663382;2025-12;Домашний-100;618.72;618.72;0.0;2025-12-18;511420667015;+7(906)362-50-85;active
ЛС-662599851;2025-10;Домашний-100;553.53;553.53;0.0;2025-10-14;417294763808;+7(917)676-14-60;active
ЛС-662599851;2025-11;Домашний-100;726.03;371.53;-354.5;2025-11-15;417294763808;+7(917)676-14-60;active
ЛС-662599851;2025-12;Домашний-100;641.93;823.45;-172.98;2025-12-28;417294763808;+7(917)676-14-60;active
ЛС-662213217;2025-10;Домашний-100;705.88;705.88;0.0;2025-10-06;583093096713;+7(981)195-87-24;suspended
ЛС-662213217;2025-11;Домашний-100;648.3;189.61;-458.69;2025-11-04;583093096713;+7(981)195-87-24;suspended
ЛС-662213217;2025-12;Домашний-100;663.77;663.77;-458.69;2025-12-18;583093096713;+7(981)195-87-24;suspended
ЛС-668116403;2025-10;Всё включено;2279.76;2279.76;0.0;2025-10-16;555135872717;+7(925)301-12-92;closed
ЛС-668116403;2025-11;Всё включено;2193.58;0.0;-2193.58;;555135872717;+7(925)301-12-92;closed
ЛС-668116403;2025-12;Всё включено;2213.73;2213.73;-2193.58;2025-12-22;555135872717;+7(925)301-12-92;closed
