user_login;portal_type;account_number;display_name;email;phone;last_login_date;logins_count_q4;tickets_count_q4;payments_online_q4;services_active;registered_date
antonova204@yandex.ru;b2c;ЛС-163992052;Антонова Фрол Гавриилович;antonova204@yandex.ru;+7(915)164-68-97;2025-10-23;5;0;0;"ТВ;Облако;Антивирус;VPN";2024-01-19
lazarev388@yandex.ru;b2c;ЛС-774856371;Лазарев Поликарп Даниилович;lazarev388@yandex.ru;+7(951)699-29-19;2025-06-14;0;2;0;"Телефония;VPN;Антивирус";2022-07-03
orlov667@mail.ru;b2c;ЛС-776592088;Орлов Варлаам Фадеевич;orlov667@mail.ru;+7(960)593-73-59;2021-10-22;0;0;0;VPN;2021-10-17
vladimirov@zaytseve.ya..solutions;b2b;ЛС-526459779;Владимиров Януарий Руслановна;vladimirov@zaytseve.ya..solutions;+7(915)963-60-15;2024-03-27;0;0;0;"Облако;Телефония";2025-01-14
artemeva@nizhnekamskneftekhim.group;b2b;ЛС-662342583;Артемьева Максим Константиновна;artemeva@nizhnekamskneftekhim.group;+7(909)245-47-66;2025-05-16;0;0;0;"Облако;VPN";2023-04-25
dmitrieva737@bk.ru;b2c;ЛС-774633399;---;dmitrieva737@bk.ru;+7(905)110-24-53;2025-10-20;13;0;3;"Антивирус;Интернет;Телефония;Облако";2023-02-09
kuznetsov@anisimov.corp;b2b;ЛС-788449892;Кузнецов Полина Сергеевна;kuznetsov@anisimov.corp;+7(905)140-93-51;2025-10-15;18;0;2;Телефония;2022-04-12
79512831135;b2c;ЛС-523094515;Захарова Пахом Борисовна;zakharova370@inbox.ru;+7(951)283-11-35;2025-12-28;6;0;2;"Антивирус;Облако;ТВ;Телефония";2021-03-12
zimina386@inbox.ru;b2c;;Зимина Надежда Викторович;zimina386@inbox.ru;+7(906)321-21-78;2024-04-17;0;0;0;VPN;2020-06-22
soloveva672@mail.ru;b2c;ЛС-660252986;Соловьева Алевтина Валентинович;soloveva672@mail.ru;+7(909)576-20-54;2025-10-16;2;0;1;"VPN;ТВ;Антивирус;Облако";2021-10-26
drozdov312@yandex.ru;b2c;ЛС-549979907;Дроздов Савва Матвеевна;drozdov312@yandex.ru;+7(926)451-59-57;2025-10-20;9;0;0;"Антивирус;ТВ;Интернет";2021-12-06
"titova@p""«panfilova.corp";b2b;ЛС-780170127;Титова Герман Егорович;"titova@p""«panfilova.corp";+7(981)907-53-97;2025-11-04;1;0;1;"Антивирус;Облако";2022-01-09
belyakov282@inbox.ru;b2c;ЛС-529069522;Беляков Семен Виленович;belyakov282@inbox.ru;+7(960)955-90-14;2025-04-11;0;0;0;Телефония;2024-07-19
evdokimov799@gmail.com;b2c;ЛС-663685283;Евдокимов Леонид Якубович;evdokimov799@gmail.com;+7(916)646-94-80;2024-09-18;0;0;0;"Интернет;Антивирус";2023-02-04
veselov@alekseev.solutions;b2b;ЛС-610448183;Веселов Авдей Устинович;veselov@alekseev.solutions;+7(925)469-63-91;2025-10-20;9;0;3;"Облако;Интернет;ТВ;Телефония";2021-01-02
zhukova479@inbox.ru;b2c;ЛС-783168066;Жукова Ксения Гертрудович;zhukova479@inbox.ru;+7(910)231-73-67;2025-10-14;10;4;5;ТВ;2024-07-25
aksenova47@mail.ru;b2c;ЛС-162948314;Аксенова Ким Викентьевич;aksenova47@mail.ru;+7(916)287-12-49;2025-11-06;2;2;1;"Облако;Антивирус";2024-05-26
grishina376@inbox.ru;b2c;ЛС-784607001;Гришина Валентин Архиповна;grishina376@inbox.ru;+7(910)878-93-56;2025-12-04;11;0;4;"Облако;VPN";2025-03-16
kapustin419@bk.ru;b2c;ЛС-784973153;Капустин Лев Филатович;kapustin419@bk.ru;+7(909)137-42-11;2024-01-11;0;2;0;"Телефония;Облако;Интернет";2023-01-05
kolesnikova845@yandex.ru;b2c;;Колесникова Лучезар Кирилловна;kolesnikova845@yandex.ru;+7(960)215-38-64;2025-11-28;5;2;3;"Интернет;Облако";2022-07-14
"pavlov@p""nikonova.company";b2b;ЛС-786371597;Павлов Аникита Зиновьевич;"pavlov@p""nikonova.company";+7(951)447-38-63;2025-05-10;0;0;0;"Облако;VPN";2021-03-31
kudryashov453@gmail.com;b2c;ЛС-664064531;Кудряшов Самуил Глебович;kudryashov453@gmail.com;+7(916)351-85-51;2025-10-02;5;8;2;"ТВ;Интернет";2021-07-17
bogdanov561@bk.ru;b2c;ЛС-618704506;Богданов Куприян Германович;bogdanov561@bk.ru;+7(916)545-15-68;2025-07-11;0;0;0;"Интернет;Телефония";2022-10-01
evdokimova@fadeevalarionov.tech;b2b;ЛС-168446267;Евдокимова Викентий Фролович;evdokimova@fadeevalarionov.tech;+7(916)237-87-80;2025-12-17;25;2;6;"Телефония;VPN;ТВ";2023-06-10
koshelev266@mail.ru;b2c;ЛС-782027061;Кошелев Юрий Алексеевна;koshelev266@mail.ru;+7(926)880-26-37;2024-05-25;0;0;0;VPN;2024-03-16
kapustina470@mail.ru;b2c;ЛС-613398214;Капустина Радим Эдгардович;kapustina470@mail.ru;+7(951)219-76-47;2025-08-02;0;2;0;"Облако;VPN;Телефония";2020-01-28
makarova840@mail.ru;b2c;ЛС-544883971;Макарова Станислав Эдгарович;makarova840@mail.ru;+7(980)848-78-87;2025-11-24;4;0;3;"VPN;Телефония;Облако";2021-06-07
"lavrentev@p""(kimberlyclark).tech";b2b;ЛС-164505444;user;"lavrentev@p""(kimberlyclark).tech";+7(950)807-40-16;2025-11-21;18;2;0;"Антивирус;Телефония;Интернет;Облако";2020-04-07
zhdanov808@inbox.ru;b2c;ЛС-615445345;Жданов Пантелеймон Ефимович;zhdanov808@inbox.ru;+7(925)150-58-79;2025-11-04;2;0;2;"Телефония;Облако;VPN;ТВ";2023-10-19
orekhova919@inbox.ru;b2c;ЛС-548837161;Орехова Иосиф Натановна;orekhova919@inbox.ru;+7(910)573-94-23;2025-10-26;6;0;0;"ТВ;VPN;Облако";2023-04-05
nikolaeva@yakovlev.tech;b2b;ЛС-781837274;Николаева Наум Геннадьевна;nikolaeva@yakovlev.tech;+7(916)506-14-11;2025-09-24;0;0;0;"Телефония;Облако;VPN;ТВ";2022-01-07
ignateva@nikonova.corp;b2b;ЛС-667596555;Игнатьева Иван Вячеславовна;ignateva@nikonova.corp;+7(960)717-76-44;2025-12-26;3;0;3;"ТВ;VPN;Антивирус;Интернет";2024-02-20
safonova661@bk.ru;b2c;ЛС-166420362;Сафонова Порфирий Александрович;safonova661@bk.ru;+7(926)843-31-76;2025-11-01;7;0;5;"VPN;ТВ;Антивирус;Телефония";2025-08-27
zueva@novikovyu.d..pro;b2b;ЛС-167957602;Зуева Гордей Ефстафьевич;zueva@novikovyu.d..pro;+7(925)763-63-70;2025-12-05;16;12;4;"Облако;ТВ";2022-07-12
ignateva@kosheleve.d..company;b2b;ЛС-548410672;Игнатьева Станимир Тарасович;ignateva@kosheleve.d..company;+7(910)481-67-79;2025-12-25;2;1;2;Облако;2024-10-07
morozova@metafraks.tech;b2b;ЛС-525326973;Морозова Селиван Димитриевич;morozova@metafraks.tech;+7(910)491-27-92;2025-10-05;1;1;1;"Телефония;Интернет";2021-12-15
frolov@fomicheva.pro;b2b;ЛС-618081213;Фролов Анжелика Витальевич;frolov@fomicheva.pro;+7(909)900-88-88;2025-06-05;0;0;0;Антивирус;2023-06-10
ustinova@belozerovaignatov.corp;b2b;ЛС-521557924;Устинова Архип Демьянович;ustinova@belozerovaignatov.corp;+7(980)216-43-95;2025-10-12;18;0;5;"Облако;VPN";2025-05-29
fedotov901@inbox.ru;b2c;ЛС-786936634;Федотов Аникей Ильич;fedotov901@inbox.ru;+7(951)221-49-40;2025-11-21;11;0;3;"Облако;Телефония;Интернет;VPN";2025-02-02
uvarova@group.company;b2b;ЛС-618646317;Уварова Капитон Тарасовна;uvarova@group.company;+7(909)632-27-73;2025-06-16;0;0;0;"Телефония;Облако;Интернет;Антивирус";2023-04-01
gushchina410@yandex.ru;b2c;ЛС-160857216;Гущина Фаина Даниловна;gushchina410@yandex.ru;+7(980)393-67-30;2025-11-14;5;0;4;"Телефония;Облако;Интернет";2025-03-20
"konovalova@p""lobanov.pro";b2b;ЛС-167146273;Коновалова Болеслав Владиленович;"konovalova@p""lobanov.pro";+7(916)290-58-47;2025-04-11;0;2;0;Телефония;2021-04-28
filippov257@yandex.ru;b2c;ЛС-664579889;Филиппов Михаил Марсович;filippov257@yandex.ru;+7(926)729-23-41;2025-10-23;13;6;2;Интернет;2020-12-06
79069522471;b2c;ЛС-540385934;Крылова Боян Арсенович;krylova496@bk.ru;+7(906)952-24-71;2025-12-23;4;0;2;ТВ;2023-05-18
maksimova721@yandex.ru;b2c;ЛС-169626335;Максимова Милован Демидович;maksimova721@yandex.ru;+7(980)721-36-57;2024-02-14;0;0;0;Облако;2022-11-28
isaeva801@mail.ru;b2c;;Исаева Борис Николаевна;isaeva801@mail.ru;+7(903)543-69-30;2025-12-27;8;0;3;"VPN;ТВ";2021-01-04
teterina322@inbox.ru;b2c;ЛС-789764878;Тетерина Чеслав Тихонович;teterina322@inbox.ru;+7(917)600-56-96;2025-11-10;14;0;4;"VPN;ТВ";2022-11-30
titova819@bk.ru;b2c;ЛС-164366044;Титова Варфоломей Натановна;titova819@bk.ru;+7(926)851-17-34;2024-02-13;0;0;0;"Интернет;VPN;Телефония";2024-04-11
muravev91@gmail.com;b2c;ЛС-524743281;Муравьев Сильвестр Яковлевна;muravev91@gmail.com;+7(910)778-29-17;2025-11-19;9;0;4;"ТВ;Облако;Интернет;Телефония";2021-07-23
79031705636;b2c;ЛС-524660756;Максимова Ефрем Гурьевич;maksimova781@gmail.com;+7(903)170-56-36;2022-03-07;0;0;0;"Облако;Антивирус";2022-03-01
naumova999@gmail.com;b2c;ЛС-526026676;Наумова Анастасия Николаевна;naumova999@gmail.com;+7(917)456-93-16;2022-11-11;0;0;0;"Телефония;Антивирус;Интернет;VPN";2022-09-08
kotova@(sanofi).group;b2b;ЛС-780138759;Котова Радован Артёмович;kotova@(sanofi).group;+7(903)872-22-25;2025-11-02;8;0;2;"VPN;Облако;Интернет;ТВ";2022-06-24
mironov303@yandex.ru;b2c;ЛС-520739201;Миронов Зоя Феофанович;mironov303@yandex.ru;+7(916)947-36-35;2025-10-09;18;0;5;"VPN;Антивирус";2023-12-19
kolesnikova191@gmail.com;b2c;ЛС-788319686;Колесникова Татьяна Аркадьевна;kolesnikova191@gmail.com;+7(915)741-95-23;2025-11-27;8;0;2;Интернет;2025-07-02
shchukin858@gmail.com;b2c;ЛС-522958066;Щукин Корнил Валентинович;shchukin858@gmail.com;+7(916)770-88-12;2025-09-23;0;0;0;VPN;2020-03-22
kuzmin910@bk.ru;b2c;ЛС-615984557;Кузьмин Ладимир Андреевич;kuzmin910@bk.ru;+7(906)787-22-16;2025-04-04;0;0;0;VPN;2025-07-30
loginov868@mail.ru;b2c;ЛС-786772696;Логинов Пахом Ааронович;loginov868@mail.ru;+7(960)556-37-39;2024-08-03;0;0;0;"Телефония;Интернет";2022-02-10
"pavlov@p""rover.company";b2b;ЛС-549905169;Павлов Дмитрий Егорович;"pavlov@p""rover.company";+7(925)305-52-17;2025-10-19;10;0;1;Антивирус;2023-12-08
rozhkov457@yandex.ru;b2c;ЛС-164037676;Рожков Мстислав Тимурович;rozhkov457@yandex.ru;+7(950)241-85-55;2025-12-20;21;0;5;"Телефония;Облако";2021-02-28
naumova@zhdanov.corp;b2b;ЛС-168804341;Наумова Элеонора Александровна;naumova@zhdanov.corp;+7(960)676-71-41;2025-08-14;0;11;0;"Облако;Телефония";2020-09-06
safonov@fedotovm.b..company;b2b;ЛС-785377351;Сафонов Платон Владиленович;safonov@fedotovm.b..company;+7(981)730-62-45;2025-11-10;19;8;1;ТВ;2024-04-07
gorbacheva101@bk.ru;b2c;ЛС-776234199;Горбачева Марфа Львовна;gorbacheva101@bk.ru;+7(905)646-73-86;2025-09-01;0;0;0;"ТВ;Облако;Интернет";2021-12-26
timofeev593@yandex.ru;b2c;ЛС-548242662;Тимофеев Натан Натановна;timofeev593@yandex.ru;+7(951)352-56-40;2024-08-23;0;0;0;"ТВ;Облако;VPN;Интернет";2024-12-04
mikhaylova@partnery.solutions;b2b;ЛС-771292087;Михайлова Сидор Егорович;mikhaylova@partnery.solutions;+7(915)493-71-92;2025-12-14;7;2;5;Интернет;2024-06-29
popova941@bk.ru;b2c;ЛС-542608788;Попова Дорофей Робертовна;popova941@bk.ru;+7(906)804-35-40;2025-10-25;1;0;1;"Антивирус;Телефония";2020-09-28
grishina94@bk.ru;b2c;ЛС-616049910;Гришина Анна Романовна;grishina94@bk.ru;+7(916)138-19-42;2025-12-05;38;0;6;"ТВ;VPN;Облако";2023-02-19
bogdanova587@mail.ru;b2c;ЛС-664876230;Богданова Мирослав Арсеньевич;bogdanova587@mail.ru;+7(917)992-21-89;2025-05-23;0;0;0;"Интернет;VPN;Антивирус;ТВ";2025-02-15
savin98@yandex.ru;b2c;ЛС-776394568;Савин Макар Валерианович;savin98@yandex.ru;+7(903)860-79-87;2025-10-02;11;0;0;"Облако;Антивирус;ТВ;VPN";2023-01-09
zhuravleva@efremovyu.a..solutions;b2b;ЛС-525034465;Журавлева Варвара Яковлевна;zhuravleva@efremovyu.a..solutions;+7(910)920-18-66;2025-06-06;0;3;0;"Антивирус;ТВ;Интернет";2022-02-28
terentev@limited.biz;b2b;ЛС-782521310;Терентьев Аркадий Тихонович;terentev@limited.biz;+7(906)588-86-30;2025-11-20;50;0;1;Антивирус;2025-01-05
zimina@maslova.solutions;b2b;ЛС-616719903;Зимина Агата Демьянович;zimina@maslova.solutions;+7(909)234-35-10;2024-10-07;0;0;0;"VPN;ТВ";2022-09-24
savina712@yandex.ru;b2c;ЛС-787584466;Савина Елизавета Фомич;savina712@yandex.ru;+7(960)972-53-95;2025-05-28;0;1;0;ТВ;2021-09-17
